competitor_ai_release_index,warehouse_productivity_gap_pct,security_incidents_count,forecast_error_pct,integration_defects_count,cloud_downtime_minutes,employee_adoption_pct,budget_variance_pct,open_compliance_gaps,bias_reports_count,training_completion_pct,high_loss_event
0,7.470290664411058,3,11.77059317500798,1,10.304722139755668,89.25346788171176,0.884131771028458,1,0,93.3830351220584,0
2,9.803897968327409,2,10.578994115248852,2,16.5493043024794,74.31954456259652,23.158290319523342,2,2,80.92075826931536,1
0,11.911064975428364,1,18.98848605448218,6,13.638968490109106,91.20790165778556,6.454783693868462,1,3,91.63308744736113,0
1,4.140216520995077,0,10.748768930566019,4,17.13487512215729,89.39666383684808,11.447627670019763,1,0,80.72144187236081,0
1,12.340135548486598,0,5.717736544579161,6,17.833847935736042,79.23843963894576,9.109226567685045,3,0,98.83778016430401,1
0,11.627105098001866,0,9.541809535677652,1,13.83246646563487,77.1878084876516,14.622586615549931,1,1,76.4563368920697,1
1,10.955338499755438,5,13.005697323866954,3,28.82576883276304,77.05827044732551,16.55845620263787,1,1,77.55248414141326,1
4,8.211927883274619,3,13.942071622644923,8,11.498661261476505,74.60479318863277,14.916798600530353,3,0,69.58697038624955,1
0,12.263502122612632,3,9.231301552936333,3,45.38167399069172,78.49941773085206,-7.392540784775317,4,3,82.02439782397951,1
3,12.17040081411702,1,18.6247890919595,3,2.7643722489196416,87.57473152177941,5.694960243062169,0,1,85.15142689913434,0
1,1.0134414128851557,2,3.9613910175590252,6,10.59713856932331,75.72351966078914,9.75097218636149,2,1,86.9986540584703,0
3,5.0427669314832695,4,6.7999578732241375,1,9.494215786691157,64.67725909416653,9.334296943239652,5,2,74.40581108376527,1
0,5.111654701109824,0,21.202908865375548,5,19.682412140371692,69.11566129316321,11.134105442137841,2,2,80.15579113865559,1
0,6.17511013624941,2,19.548558578662824,5,41.88882365864644,76.06582799871221,6.375367628890802,4,0,90.79842708811147,1
1,2.1644576076362414,2,6.560699875721067,4,6.88741177518699,84.48060950348471,4.011892086015253,2,0,93.45198940254913,0
3,5.544331444384765,2,27.647670742377485,2,16.28174276874583,78.93751647056321,18.47814258678363,1,2,89.74918569180556,1
2,3.981057450046225,2,18.679828568305652,5,4.878825301893606,88.70911023839552,7.094014121052942,1,1,97.39480720142205,0
0,8.103328694368349,1,12.50297837576068,2,15.000658368999883,85.03493737718287,1.8345007948603653,1,0,82.44741797120626,0
2,4.898874561715204,0,5.983264486316463,7,2.028490908636236,81.74122260441705,-7.462343587332446,2,2,83.25610472055725,0
1,4.7460968514384865,1,4.386967014212823,5,16.79515165632389,82.56055105611762,4.324694440780711,0,0,84.74525496634752,0
0,10.191297864560362,2,8.830158722570246,2,17.07563953312666,86.28079883732565,-0.6215228225247085,3,4,82.58740620718045,1
0,2.391545129563651,1,14.009551355743842,6,28.44760526288039,95.97056347378523,6.2976423079703405,1,1,100.0,0
1,5.726672451928928,1,10.041765909885337,5,18.5861496607711,77.93529647314325,8.576375565106781,1,2,67.5386897175442,0
3,8.36632600909737,0,10.980130403175275,3,40.910037732214356,82.34319466235549,17.54712964824137,0,2,74.61918656488491,0
3,6.975515042598036,1,14.272556268917118,5,12.118295309157617,72.3430028551314,19.18817586041083,2,2,88.28840500424586,1
1,11.770263611937922,0,1.4107770170215748,4,36.29305571219138,87.4081262571022,-5.376308776492321,1,1,91.27411762725563,0
0,6.675859174195941,3,11.168058494715439,1,0.9822691729217886,83.16327028991863,12.947729399361847,1,1,86.17531730669471,0
1,0.6897847909302532,0,10.71341433730599,6,29.828053954407345,86.07708025274538,10.29247841329273,1,2,95.52293837018637,0
1,0.0,0,9.979563530021235,4,8.482108846557205,83.38011738019284,11.79198943840515,1,4,80.80871125496927,0
4,3.7807203427724074,1,12.158373285061375,2,50.31285785282514,77.14306487392732,14.685706042740193,1,0,82.34933925584586,1
0,8.70570366867149,3,12.026364638534856,5,6.817418690592996,88.65933114118155,9.174396970522693,2,1,79.761635659809,0
1,5.905162450714713,2,12.11667778968676,3,11.39275721110035,73.01004432365063,17.521471966301178,1,1,90.32416178921333,1
3,6.678440332777365,2,8.35379889848076,2,19.74818010309121,53.43222210502838,13.83226981764206,2,0,87.78836946256521,0
1,11.287017227197204,0,12.49482482999842,2,6.0656134466656635,78.65559350076472,10.524116986627226,0,1,88.44241037113395,0
1,1.6189590991018665,1,13.875108568580835,5,5.278812276595664,88.86430023336956,7.639309124777051,2,0,81.27399489721334,0
0,6.764875919817214,1,10.027136680619332,5,24.761912520061834,81.64636197554782,-10.0,0,1,79.40880218734583,0
1,4.296147123209739,1,14.316991445938276,1,2.7742981136690044,90.1434328446478,17.832037893360614,1,3,88.6559433338058,0
0,6.539816126234152,3,11.691591777048691,3,32.732269833201,73.72433827788021,7.18571955364573,2,1,86.55511748461876,1
2,9.590632199585933,1,15.490506128597959,4,55.266135703796536,86.65523311616631,16.237338748037846,3,1,85.06467336441146,1
1,4.401514386304109,1,13.196840655949712,6,14.51846259820428,85.82014444659977,15.519279710733784,2,2,81.1803035650893,1
1,0.0,2,9.229535667428085,2,9.033048992741918,76.61454784959209,3.921957917436683,2,0,95.84132278887567,0
1,6.287909521450796,1,6.318079808644698,3,15.419475252715074,77.90268059437489,13.147722050996315,0,1,89.36978898282892,0
0,3.028524257885503,2,18.52646908037526,5,22.813513055494127,75.08100446051701,11.84283538561882,2,2,83.9908013719373,1
0,7.5609117085956035,0,18.23460499105623,7,4.592474687184044,83.55150869541032,6.773969015785784,2,1,100.0,1
2,6.905808134920613,2,8.940098342333723,1,25.80616425776197,60.56600675878268,4.365910683204661,0,3,83.78763177376565,0
2,5.283074554632205,2,7.121238129113491,5,26.65472653979311,59.695339615274435,7.260274946474066,4,0,85.30696874559288,1
2,9.88664191657133,0,16.68527727725741,7,6.420044993733891,77.72537302587283,12.317854929535711,3,0,93.97237935307886,1
0,7.363846297361785,0,6.802346679042778,4,22.939787917200604,90.438513275639,0.9387454611283639,1,3,92.75839251193635,0
0,4.190776450085327,1,17.008112011544526,2,16.70613390676652,92.62392556129822,-10.0,3,0,85.04310777393077,0
1,4.545094045279506,1,8.069505248432288,3,22.470068845035808,69.62168492866262,8.859388528405406,2,2,89.32748706852688,1
0,10.24640293432694,2,14.47366419388539,4,18.77273122359233,61.749155945383976,-0.12038354726779588,2,0,96.15410071595274,1
1,4.0265316108654545,1,12.443015819820236,2,13.141577998255858,74.13761213297497,-1.1767174682770563,0,0,91.1885731806809,0
2,7.4594865655412015,1,17.047693644581077,3,31.233944867756385,90.26668688190404,7.611760824468251,1,1,94.8977130942577,0
2,11.670681901834143,3,7.954615457315868,6,30.871386875348843,75.49125246005961,19.183685991816283,1,1,96.74025112644479,1
1,8.037407522279217,2,1.0,4,3.4385602468361,84.96702880645815,10.668325691533507,1,0,80.36696864782039,0
4,7.726123305188593,1,8.914925585779102,4,7.353505931305409,96.23182787628802,1.0889694243961632,1,0,84.36320277765827,0
2,4.564521176957947,3,13.079357651527708,9,12.89327681232602,84.87011067887089,12.528975569942872,3,2,95.16350413674742,1
2,11.270168289543607,2,6.316498297536364,5,41.04550318618567,84.42437261555824,1.7399567099269007,2,1,92.04147040628878,0
0,5.885808916660979,1,10.42499018855726,4,24.050278635421463,82.60097717547818,15.648217669294292,1,1,94.61975267813503,0
1,6.542428982838615,2,4.960720852166542,3,31.02600738934401,76.15741390508632,4.343419850518689,0,4,83.34979883465516,1
3,0.8376559809987398,0,5.270208579369709,2,3.416189358635823,85.52608541112022,2.226876888466908,2,2,75.12135987435326,0
2,10.732693361866776,2,14.157541539970929,5,12.552072806226715,89.88202983938662,7.5251927785690285,2,0,86.20594372817656,0
2,6.660331942739363,2,1.0,4,14.229126226492902,68.36550534483344,7.235419101287924,1,0,85.88944782326544,0
3,3.8557614080829796,0,17.998566050640058,5,36.08875099349584,74.61863119605368,3.4453229777036336,1,2,75.20729009318816,1
1,3.114108770407557,3,11.742617076920595,3,22.462685145423745,100.0,3.2063944342413757,1,3,75.98155615368938,1
1,6.0012944176174114,2,12.375090103991479,3,32.12497409909224,75.50413988843802,-1.4792290983735867,4,0,88.25528801402311,1
1,5.961782586204786,3,12.87950327927093,3,25.448949049396287,75.65030313103917,18.66726269807707,1,1,91.52356179735852,1
3,9.37205783859074,2,14.438432819639559,5,1.5367327850590076,86.36588312340761,17.497243963862545,5,1,90.62557121909661,1
3,10.764161749968032,3,16.319184665507887,3,7.510236738548549,75.56516440168718,10.098144051040439,4,1,95.66880270019674,1
0,4.317596265986248,0,13.466741687973826,2,16.90962882778213,73.41333369642719,3.870428808452446,4,0,84.97298626049026,1
2,1.3877637316932532,1,12.902066369973946,4,23.758493395885125,90.80677957345054,-7.049920110115966,1,0,88.99357011735333,0
3,1.3306179684471964,0,7.335153715356291,5,2.9347693164447684,95.98667038512541,2.7096822876396436,2,4,80.31683614853746,0
5,3.204016956044708,1,16.02270410042518,3,38.051049393484554,85.62963807011614,9.337093895561349,5,1,83.13757445989035,1
0,5.036129027996967,2,8.012429897497285,2,12.198290678231288,91.17259620033143,21.37368747596762,2,0,85.9021150395152,0
0,4.856471671984157,2,21.970132547292682,5,50.031945911098205,75.23440194997103,12.939353873629083,0,1,84.21765967430149,0
2,7.336458150627742,0,9.357457926997837,4,26.805421357863434,88.2371014745821,3.8824507737960294,0,0,94.84285228862917,0
1,13.615518490431683,0,11.480412971090763,4,1.1398741831733628,81.65401997174735,4.4388428711062415,2,0,78.12724053452038,0
0,9.837875874894927,0,12.36039635724342,4,9.962620363433079,85.64052942819292,31.87358810298309,2,0,83.53860236807105,0
6,8.984096053792486,0,10.781045504254772,5,16.252902104229708,60.19323193859331,0.7897351737936624,0,1,88.67076184794416,0
1,3.9143771088105312,0,13.53080181818913,2,6.051729440707138,92.01900667358322,-3.980655712271215,2,3,85.37324367452887,0
1,4.929150908667885,1,3.945436259426418,1,9.724676839002719,91.9437477375329,3.0764296353726666,1,1,85.65948269148207,0
1,0.0,2,8.356849427053454,2,16.84068010959365,79.41863761906589,12.81933640875009,2,1,79.35152052084025,1
2,0.0,1,14.254207730938617,9,60.28929759755072,90.61689507078962,7.680212536336022,0,1,85.86302548497805,0
2,3.0347108578693063,3,13.89264461208691,5,9.222917534741349,88.82038356386046,0.5505224196194742,0,0,83.80589954840498,0
1,8.861896914713501,1,15.647052025446204,3,15.021207094395312,93.35701084984612,2.1222841882194556,1,3,91.99596100426032,0
0,10.809368510657876,1,10.038139310335998,3,42.62207820088439,74.30326948620954,20.763806784163656,4,0,88.56750273338008,1
4,4.888563475791831,2,26.89477186270948,6,7.81265848895281,79.32316665977703,14.928853533588498,2,1,89.85897220723072,1
2,4.539201951073957,1,12.518633846682949,4,20.87578177397729,89.23276470940795,16.495262583415702,1,1,100.0,0
1,8.131051854038581,1,9.154286480128365,2,12.23496843052581,61.13165608093887,14.496525134192735,3,0,88.27780372156153,1
3,6.912155865142105,2,11.01188772397144,3,4.820370795380234,85.54817179695041,9.762718940757294,2,0,95.24031423569015,1
0,8.055594029481467,0,11.874087511338566,1,26.602149238325232,91.90695001046265,14.316645291675663,1,1,87.88427817961386,0
2,3.6407673343907567,2,6.524232522516925,4,47.07593387748486,78.02297416398807,9.998423846137522,2,2,88.19098012087727,1
2,7.702883353681674,2,6.614515036367109,2,4.1114613122751775,53.13347541624821,14.544548437688224,2,1,97.96575587357715,0
2,8.297083549821098,2,20.647441163754152,3,15.064139600490718,91.42733901998592,3.684519048793539,4,0,96.3357868378152,0
1,7.5960496624384,1,6.0206131715250715,7,6.132096493902893,100.0,3.7842386914482926,0,1,93.83055762059337,0
1,11.569066624541573,3,12.831068918047997,5,14.934420190086957,76.60302739050024,2.286099628855661,2,1,100.0,0
1,6.037785932661514,1,23.215105881302875,6,6.371586179677201,82.3634895217289,15.150933352366174,2,0,87.17808939788569,0
0,7.725174096297955,0,8.926564620876317,3,4.819539245626898,71.86402747606004,12.13931389863074,0,0,85.13245372677885,0
4,10.75248299897222,1,11.244541009890114,2,40.524742635423124,88.72839419615838,11.846753677768874,2,1,94.7867330610843,1
1,1.9129788453897492,0,6.949757110628867,7,2.7664707632483623,77.97458666014903,0.42772853143779077,3,2,90.17620931521627,0
4,1.5389971225974515,0,8.995337843903503,2,5.336819203339437,75.01880327200638,10.810449763184454,3,0,79.81854850464852,0
2,14.031347952683932,2,11.48949534457028,2,12.630937643523545,78.86445305355156,3.8716898714438246,1,0,82.61380134167845,1
1,6.40572788289592,2,9.79785528279331,3,44.09775872100621,71.56878876725165,17.37381214698015,1,0,91.81002126898677,1
0,4.153943503307791,2,13.496100490980984,4,6.303889474264167,77.15564582449068,10.706637116875822,1,2,100.0,0
1,0.04186098645142611,1,18.69822263405203,5,4.288576454341279,81.29814229973017,6.73629139388971,0,2,88.23972367399352,1
2,5.560240598685479,1,12.673423548924701,2,12.172377442632074,74.88624285101059,0.585605596764009,1,0,96.51747589198794,0
0,2.737362760270965,2,22.70985807826907,3,4.370385295730223,77.78264773050267,8.193346856592841,2,1,82.24993462016708,0
0,2.121120184143634,0,12.05638607588304,5,19.36670595004569,70.77855094827665,-2.1418440635975937,3,1,83.91301618386251,0
0,6.862658515707103,0,8.940736431180031,8,7.899581176883867,90.82299438191757,12.315437814113263,2,0,79.39487131888441,0
1,13.544161227545366,0,10.57977992258504,2,23.996679845309373,78.75318552153668,8.720748716208,0,2,91.33835302618101,0
1,0.0,0,14.778892321370238,3,47.923863870737186,97.32049932896476,18.556409672645245,2,1,78.03360572093574,0
3,4.728895731766045,1,12.539219901628602,5,11.059945663085694,82.78220330962085,2.0379272020697883,2,1,83.44253850564888,0
1,6.390699220824651,1,9.534757843812509,0,10.191450153428336,87.77410373162692,15.420961162160898,1,3,84.27788164238368,0
1,10.224332614371331,1,8.960757593779189,5,25.467946094012618,100.0,5.8810187596267465,1,0,97.02788692153821,0
4,10.432311170089825,0,4.473625670883127,2,32.60746302200093,91.01263852148034,15.71195242119816,4,0,100.0,0
0,8.858208783563745,1,14.21046776498774,8,24.38377694033862,80.82705405187677,5.3498192723528994,5,1,83.91448243972762,1
0,2.9075357918005156,0,12.277726022901732,6,8.025586641253987,70.7473581000225,1.2327448309522486,4,3,88.00571522822459,0
4,6.75526388724453,4,12.637731621155702,6,7.323056980632826,81.79704158390007,15.733109137161643,3,2,100.0,1
5,4.423277724644683,0,8.275297895222177,3,6.304437938402658,75.46089626955829,3.6224393463928113,1,0,97.30626088242992,0
1,9.085635732150989,5,16.561752561127587,3,6.216311693663496,81.56039363109302,0.7854167286792908,3,0,97.32303116047437,0
1,0.21997788963503062,2,16.360565769786987,6,17.797352673193625,100.0,3.7410392708072866,3,0,85.26014573686642,0
0,5.793813377116577,1,1.376289602063654,4,28.09464329982762,94.70935836852874,-0.39742550675722654,3,0,86.61535773122779,0
0,7.218482991906614,2,16.636096042613566,6,43.15207960897624,67.04936801470045,14.133575493574908,4,1,93.77153229392884,1
5,1.6778936557405437,1,7.508687655895861,5,21.339467312650886,94.87539308124144,11.5559526942768,1,0,87.66227387261895,0
4,11.005075861752877,1,19.143614564214595,7,16.248987126267526,86.56284422168241,-5.943123496867106,2,1,83.39392583384571,1
1,8.234047882824736,4,13.216406643921058,4,14.937498478156133,91.87907731983725,2.355872385097812,2,1,76.4198528834068,1
2,5.358226864558206,3,13.448058624943558,6,18.37810124715597,97.39974368480092,2.812340981284307,3,0,100.0,0
1,8.92866897158044,4,7.465081021726895,4,28.40708565985858,65.20124751152522,-5.988076520064233,2,0,93.69909645218905,1
5,7.890540212472323,1,10.903868782290429,3,18.357759858845185,97.49833601672022,10.526671679468333,1,0,87.21840145799725,0
0,1.1601454058565528,1,1.0,2,9.785514066962714,99.07761285034297,11.314522162918093,2,1,90.845521938331,0
2,5.851663578490008,1,10.620180677485429,0,21.068576823052084,74.16171822748423,21.437722842267135,2,0,80.96522648421607,1
2,0.7369356717859956,1,10.132866550648066,5,11.269213615752053,97.29567329292279,0.9129712448228853,2,1,91.8426648255791,0
1,1.936451213778879,1,16.299529884133662,2,15.510163303285118,85.90116973493757,9.235322104565677,1,2,86.78118485674297,1
2,7.704633006684596,1,15.927918141767837,3,12.319707448008028,93.97885954934677,10.979351757277444,2,3,92.29942331456174,1
1,9.922773337691073,1,13.871255927804588,2,5.153149528834051,86.39741971369214,6.7480117341679176,1,0,92.19995133906089,0
0,8.825512190358134,0,18.882277811765213,3,18.2961138765141,98.39599977919093,7.7327473093827725,2,1,81.22964011084447,1
3,4.2072253907794686,0,13.688470707492662,2,4.1107444616627635,76.53198293834608,17.30723838795725,2,1,99.80286392962901,0
3,7.488882201022099,1,16.135473990629883,9,6.694247630349029,100.0,9.608896717261596,1,1,79.83104208803762,1
3,4.920244081468022,1,5.386341071533224,2,8.53477132817176,94.89624177015655,7.489992822159581,5,0,98.05164212888329,0
2,8.373823305623768,4,14.991516417315042,1,19.552776287977487,68.33312450417877,10.004324040151037,1,0,83.18181954324983,1
2,5.850531827736676,0,4.916740144292076,1,7.666645189028399,77.77221636769183,7.468556347294649,0,1,88.35284937709174,0
2,14.648311508229794,2,9.322108265204406,1,8.531232817024346,85.65924883177132,-3.8496426032160453,0,1,92.87824447328885,0
2,4.9948387374318095,1,9.278425256566157,5,19.32090414465798,90.731483150648,1.1495587445613396,1,1,78.84328598934124,0
1,5.82862251438756,0,8.022262069670715,3,14.003064589027815,75.09458959198932,19.823250817038485,2,0,80.18154842265677,0
3,8.3645356480191,2,12.128200313780894,2,46.88979839043862,95.71992409234247,0.9922996484717848,1,0,87.32978705984745,0
0,13.83971664285966,2,12.983193455675,2,53.718029234477214,74.45180659183055,12.278151590374808,3,1,84.41505652753904,1
2,0.0,2,14.33255041743579,7,22.498957587409357,93.18980554257446,12.318292908870518,6,1,92.4450345927975,1
0,11.154491963735879,0,11.261899037365888,4,14.580613584273665,81.62925459401853,8.29752641702621,0,0,81.12149068878591,0
1,2.116852275756929,1,13.47667381312608,4,38.44992808980788,76.87114491307794,15.092627293590303,0,2,85.64227466547949,0
3,0.0,2,11.117463227579247,3,26.43319959799608,88.74155407314697,14.003206627231387,3,0,91.6172050552697,0
1,1.9963807808759828,4,7.040685066953841,3,26.936132504586563,73.5697468025217,3.500774943401577,0,1,86.43307252266426,1
2,9.642885424210803,2,3.7679314765075063,5,25.710212682474953,85.62245214534133,-4.184526890354084,1,1,99.66911792039522,0
3,6.408381216358292,1,10.556963308728772,4,13.56836797052939,78.35441358143673,13.966881487224192,1,0,100.0,0
4,4.4110508286550045,0,1.0,1,30.773235113559466,97.5954596135039,17.164937675204765,1,2,90.39426891768521,0
1,6.398877448604465,1,14.730023784623988,5,12.765960773700536,82.02167972423473,4.576083727022658,3,1,100.0,0
2,7.365746886876357,0,8.448893654061512,4,32.0565215632963,77.77650059351,-7.4796610628490985,4,0,84.62701151543884,0
3,0.8294631909958188,0,9.14527129094719,10,19.968937203886362,66.36934278709879,2.3530670562979825,3,0,81.95194108017455,0
1,8.930661729556356,1,8.85487963934241,6,43.210818575950626,100.0,7.34312162391729,4,1,80.05681215713913,1
2,0.3319446287848562,0,14.974271907088143,4,8.128083928117327,83.63600080662232,6.237480218659218,2,0,98.49944642836363,0
1,10.316052998905962,0,20.26013055957972,4,15.633384357657537,83.42243717189436,5.661588517541823,0,0,77.41273754699574,0
4,1.7526347448167927,1,18.90482627386139,0,12.239384147776278,95.26422327659103,10.52859977379892,2,1,94.76134519673248,1
4,1.0267963748635554,1,8.277368460534708,6,22.591836806715715,67.2219690663042,-1.2075536711503823,0,0,76.11697352393935,1
0,0.0,1,18.31932380411623,3,32.60644484206814,74.33908367888782,5.513604251901189,1,0,74.41988851841244,0
1,2.4949537046792276,3,2.1539199330596634,1,27.61228067529742,74.64912612171548,2.2320772301530827,0,1,89.81049942647748,0
1,5.507652731753535,2,8.85159603138773,3,9.482713949338116,76.19407173523018,18.89617492447548,3,0,84.47288472969316,1
1,4.160390720943909,0,11.960833055766582,0,13.347632435090548,90.4259911543763,6.348683046265383,2,2,71.72774166705773,0
1,2.091584536368466,3,4.598898412545005,6,40.17704637997918,82.22431579820471,-4.357964749324427,1,0,94.58814241108011,0
0,8.630069595329264,0,5.745608394815269,7,9.706208660067977,76.2775179407373,-3.8154360350523966,2,0,78.50318861158165,0
1,5.936768967839485,2,7.689884881683961,4,7.498191163967585,84.65131357326892,13.522860734430001,2,3,93.9703307699019,0
1,9.660840670050192,1,11.633501804707699,3,5.905776745227427,95.0924132268675,2.6839350905957895,3,0,88.36182356878682,0
1,13.307176798051497,1,11.098146762836162,3,14.983405609537707,75.93012000533056,5.896049541320604,1,1,94.42078020810924,1
1,9.043628709756835,0,13.279034438807532,7,0.21502041733851296,93.3113727676835,9.009221801133386,3,1,88.05900032895894,0
2,1.3634650994172537,1,6.204139401555478,0,25.52942600347513,100.0,3.8236440572282877,1,0,73.8296887942438,0
2,5.468827440372443,1,14.416920344672128,5,4.6367343039772635,87.81842283439714,-3.6610357014867727,1,1,89.99337415129577,0
2,3.8766166688748434,1,1.0,4,30.93861458304019,85.22626822252425,15.520377482049057,2,1,80.95562243844253,0
1,2.6645252098448604,1,12.418407701420913,2,16.956321287194996,74.96063886743454,4.625578375059559,5,1,87.20842087884812,0
0,11.595640747886211,2,7.696207218280099,3,56.031485218330545,73.50879793570516,8.838238712548707,2,0,80.63463956886031,0
1,4.065878094462317,0,9.087034225000043,6,9.903815905198922,81.21258959984995,21.558298569353056,3,4,100.0,1
3,7.377695589633137,0,4.9632126577765785,3,4.991954175945885,92.83576349206677,-8.529115404002752,2,2,83.87190287287655,0
0,3.3835297930843193,0,4.872940176830532,3,18.767996294182154,79.99242547843953,12.295037140254472,1,1,94.25961871494307,0
2,6.617769625418674,3,11.425296184502292,6,18.84553488062275,72.41879304501002,17.93748715896531,1,1,100.0,1
4,2.4828481196291623,1,13.168652018219339,6,8.30734356765875,94.05119886326393,7.0634484642038675,2,2,87.75540254064958,0
1,3.690628626447448,1,12.145804116169169,4,23.004927374699562,81.18428468122076,1.9131336277642825,2,0,87.45035822619631,0
1,5.7076231865272185,0,8.780396811048142,4,5.804356877454721,66.462397567131,14.214682552823332,3,0,100.0,0
0,9.066202405829968,1,12.212397550768916,3,5.63678006201399,87.88672572674615,3.2198041106421362,2,0,83.49149317700112,0
0,0.5824444694644919,1,9.672278937347672,8,7.062435694774238,90.38471915385198,15.453923385648434,1,0,70.02988239824292,0
1,8.31485773474494,1,15.112088868526097,2,14.916063814756164,85.32530198546796,9.973482813060208,2,0,90.66346059267369,0
1,9.265735402248495,2,13.869196464982432,4,7.844645780479466,84.6005735824023,7.997436337557212,1,2,89.15119319951934,1
1,9.298532338261978,2,14.21468329113102,5,6.031052892187777,81.07732534356221,8.888889197832324,0,0,92.57337343279106,1
2,9.10564538375215,2,2.7477884832183417,4,60.382760890645805,75.72677190769384,10.513003802777016,1,2,91.46283925753397,0
1,0.0,2,11.133387481770955,3,19.524114357883775,92.80443446133438,9.843620348697154,1,2,81.09348952225024,0
2,3.7130863312150044,1,8.351150592034532,5,13.753548844902504,83.9313360803537,11.526229874276051,3,2,89.45165993924412,0
1,10.927761132429907,1,13.911574717333874,3,12.148356176327773,65.4820642535711,14.0473302402205,1,2,83.73404658077105,0
1,9.877196036758344,2,14.502543668100353,4,17.545396020576053,84.66554399771988,5.722524525408956,1,2,85.65953170757572,1
1,10.743641541351654,2,12.777103612891457,4,1.0269175479225996,66.64007257683895,-0.7036726906046216,4,1,80.81458643402411,1
5,6.1238483858353385,0,15.509010786306158,3,4.819336635103408,87.96144548358637,4.114386816087563,4,0,85.68877255345218,0
2,2.5222629534670866,2,9.035644701434705,3,8.86507876235152,82.4133578628864,6.552340567061537,0,1,76.05207615410247,0
1,8.785293203489552,2,8.788838357355955,4,6.492507323118621,75.78566604720442,28.123867463220556,1,0,98.43846880467963,1
3,6.211725825377354,2,15.686361804757244,3,9.427257594669555,75.06165335829722,10.927267922695975,3,1,92.06264027288799,0
1,8.74977105454399,1,10.386331351734324,2,9.31563980292336,65.12251664012635,2.74016047006108,1,1,95.85205829163004,0
2,10.563663007035352,0,4.378423203245802,5,16.376158430539245,74.43938934294387,10.941530531114008,3,1,100.0,1
0,6.632622027262747,1,1.0,3,15.140453208922725,83.90401892360676,13.831502514880697,2,2,92.39473191733359,0
2,7.689121186889221,4,14.643354702972857,6,68.04255852631658,86.9449556689636,14.583937756210336,2,0,78.81040850812848,1
3,4.165898529524675,0,10.69479490310106,3,7.217257072609705,76.02400386240228,3.8615783750369426,1,0,78.88366755697092,0
4,0.8059953318813591,1,6.277093891547078,3,12.113148489574193,77.06324306432815,15.578178504522562,2,1,84.47428303976113,1
1,9.58913298445708,3,14.59496344578275,2,28.752169890015416,69.44197911578215,0.6983044499379547,2,1,97.8112414498811,0
4,5.74703786776473,0,12.405302999949289,6,12.91976261537325,79.0027729022288,19.80177356231727,1,1,91.04554936100205,1
0,1.602930166160549,2,15.696942539041922,4,43.48207700454297,66.87641076358507,20.394883641757513,3,0,82.24287448859407,1
3,11.781211545037237,3,5.792888148504475,6,8.562716224345973,74.55420689482986,15.036297475189997,5,2,88.99786386715404,1
1,9.537978510130829,1,6.070445293383491,3,26.171690083207462,91.94265177288113,10.113488305737894,4,2,88.32802541001115,1
